결과변수,결과변수 라벨,모형,공분산 추정,변수,계수(log-odds),표준오차,오즈비(OR),OR 95% CI 하한,OR 95% CI 상한,p-value,p-value 표기,유의성
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(occupation_code)[T.14],0.0563,0.1789,1.058,0.745,1.502,0.7530956616585249,0.753,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(occupation_code)[T.15],0.0678,0.1507,1.07,0.796,1.438,0.6527465417857773,0.653,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(occupation_code)[T.16],-0.0708,0.1884,0.932,0.644,1.348,0.7071658203968774,0.707,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(occupation_code)[T.17],-0.0427,0.1072,0.958,0.777,1.182,0.6907923665286813,0.691,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(occupation_code)[T.18],-0.0867,0.1568,0.917,0.674,1.247,0.5804111417717417,0.580,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(workplace_size)[T.2],0.214,0.1974,1.239,0.841,1.824,0.2783458831862722,0.278,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(workplace_size)[T.3],0.3034,0.1914,1.354,0.931,1.971,0.11294232041207408,0.113,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(workplace_size)[T.4],0.2586,0.1817,1.295,0.907,1.849,0.15472967301848642,0.155,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,C(workplace_size)[T.5],0.4576,0.2021,1.58,1.063,2.349,0.02359811459080846,0.024,*
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,public_sector,0.0394,0.0621,1.04,0.921,1.175,0.5255021642831285,0.526,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,age,-0.0009,0.0028,0.999,0.994,1.005,0.7523219933778192,0.752,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,education_age,0.0026,0.0054,1.003,0.992,1.013,0.6264131901927401,0.626,
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,digital_skill_job,0.4226,0.0629,1.526,1.349,1.726,1.7653666665561403e-11,< .001,***
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,automated_monitoring_exposure,0.5142,0.0968,1.672,1.383,2.022,1.0891041104115944e-07,< .001,***
basic_notification_only,단순 고지,Model 3,Cluster-robust SE by country,automated_performance_management_exposure,0.0202,0.0751,1.02,0.881,1.182,0.7877312577066006,0.788,
