기준 Model 2 OR,기준 Model 2 p-value,성공한 국가 제외 반복 수,제외 분석 실패/건너뜀 수,반복 OR 최솟값,반복 OR 최댓값,OR < 1 반복 수,p < .05 반복 수,수렴 실패 반복 수
0.797,0.0060149466575214324,27,0,0.768,0.816,27,27,0
