집단,변수명,변수 라벨,코드,범주,N,비율(%)
전체,sector_code,산업·부문,1,"Agriculture, forestry and fishing",302,2.79
전체,sector_code,산업·부문,2,Manufacturing,2014,18.63
전체,sector_code,산업·부문,3,Logistics,807,7.46
전체,sector_code,산업·부문,4,Service,4794,44.34
전체,sector_code,산업·부문,5,Public sector,2894,26.77
