Outcome,Specification,Parameter,Beta,SE,OR,OR 95% CI lower,OR 95% CI upper,p-value,p-value label,Significance
personal_data_access,Adjusted (common N),C(occupation_code)[T.14],0.04087432261169893,0.1892155575134506,1.0417211765214398,0.7189371375812363,1.5094268370446957,0.8289722489941105,0.829,
personal_data_access,Adjusted (common N),C(occupation_code)[T.15],-0.23056766728737588,0.17458864002138735,0.7940826997619485,0.5639694961206838,1.118087659702591,0.18662348147202013,0.187,
personal_data_access,Adjusted (common N),C(occupation_code)[T.16],0.10901933796105326,0.25922685708608123,1.1151839155160594,0.6709531499042768,1.8535350278974854,0.6740795323176842,0.674,
personal_data_access,Adjusted (common N),C(occupation_code)[T.17],-0.21350331417266594,0.17890754792488003,0.8077494831248688,0.5688402359604766,1.1469990803073677,0.23272359353093663,0.233,
personal_data_access,Adjusted (common N),C(occupation_code)[T.18],-0.3673471270101542,0.3402442489079436,0.6925691938396699,0.3555058405298317,1.3492101495178699,0.2802948938226262,0.280,
personal_data_access,Adjusted (common N),C(workplace_size)[T.2],-0.06379067103966009,0.24131310959041558,0.9382013716945483,0.5846419474146767,1.5055741685007857,0.7915116707917119,0.792,
personal_data_access,Adjusted (common N),C(workplace_size)[T.3],-0.23640580965764948,0.24608752903102976,0.7894602383302245,0.4873715533334485,1.2787932813099643,0.33672444949873004,0.337,
personal_data_access,Adjusted (common N),C(workplace_size)[T.4],0.027949776445490924,0.22768345055337327,1.0283440360317053,0.6581637051922666,1.60673013127191,0.9022993896597763,0.902,
personal_data_access,Adjusted (common N),C(workplace_size)[T.5],-0.23732832495458467,0.24063670145264754,0.7887322850097057,0.4921520363962148,1.2640374750289587,0.32400967798989666,0.324,
personal_data_access,Adjusted (common N),public_sector,0.04264892604796657,0.09523666899933043,1.0435714597748587,0.865877777247503,1.2577310796894805,0.6542827979117078,0.654,
personal_data_access,Adjusted (common N),age,-0.007610049791115227,0.002628354415611918,0.9924188333240411,0.9873195532558618,0.9975444500095072,0.0037871586563409596,0.004,**
personal_data_access,Adjusted (common N),education_age,0.020031499713225508,0.012779989701788567,1.0202334765825425,0.9949957433975839,1.0461113564018374,0.11701859458623669,0.117,
personal_data_access,Adjusted (common N),digital_skill_job,-0.05870624748681369,0.04985171354474537,0.9429837323170579,0.8552052241498385,1.039771851602734,0.23894915232790648,0.239,
automated_analysis_access,Baseline (common N),Intercept,-2.3319735278880627,0.023682031203732003,0.09710392056901633,0.09269975437148503,0.10171732874379975,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.BE],-0.9305259198509495,0.009227648962081711,0.39434626129862527,0.38727827810741094,0.40154323800487846,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.BG],-0.43017893179678424,0.0027309690555418426,0.650392708375093,0.6469207161033278,0.6538833346618698,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.CY],-0.7532858822885695,0.004325175208983978,0.47081695913698884,0.46684262482133887,0.47482512783796,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.CZ],-0.3788139770902956,0.002818335225459673,0.6846729656778935,0.680901371241827,0.6884654514283131,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.DE],0.30057625423881773,0.008323240590975283,1.350636893601828,1.328782357810794,1.3728508718040544,1.4236294990766102e-285,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.DK],-0.10646601589472962,0.02043412977782365,0.8990055995430314,0.8637117622759474,0.9357416482091507,1.8863155329217447e-07,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.EE],-0.7218587828212122,0.0051543753101833895,0.48584832959007196,0.48096480944395237,0.4907814350042804,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.ES],-1.0599203093164562,0.0046480386332639805,0.3464834207305316,0.34334129491026455,0.349654302062637,0.0,< .001,***
automated_analysis_access,Baseline (common N),C(country_fe)[T.FI],-1.0749007821753411,0.016409555190597953,0.3413316198017889,0.3305283251758139,0.35248801933855645,0.0,< .001,***
