Stage,Stage type,Reduced specification,Added covariate block,N,Countries,Raw reduced converged,Rescaled reduced converged,Full converged,Warnings,Raw reduced beta,Rescaled reduced beta,Full beta,Naive raw-to-full change,Scaling / rescaling component,Added-covariate component,Added-covariate component (% of rescaled beta),Raw reduced OR,Rescaled reduced OR,Full OR,Direction note
All controls jointly,Joint KHB decomposition,public_sector + C(country_fe),age + C(gender) + education_age + C(occupation_code) + C(workplace_size) + digital_skill_job,9719,27,True,True,True,,-0.028028,-0.016012,-0.22669,0.198662,-0.012017,0.210678,-1315.76,0.972,0.984,0.797,Adding this block makes the public-sector coefficient more negative
